Agency Type,Destination,Net Sales,Commision (in value),Age,Claim
Airlines,JAPAN,45,15.75,48,No
Travel Agency,THAILAND,30,10.5,67,No
Travel Agency,THAILAND,30,10.5,46,No
Travel Agency,THAILAND,30,10.5,46,No
Travel Agency,MALAYSIA,30,10.5,66,No
Travel Agency,THAILAND,30,10.5,51,No
Travel Agency,THAILAND,30,10.5,76,No
Travel Agency,THAILAND,30,10.5,32,No
Travel Agency,MALAYSIA,30,10.5,47,No
Travel Agency,MALAYSIA,30,10.5,15,No
Travel Agency,THAILAND,30,10.5,80,No
Travel Agency,THAILAND,30,10.5,34,No
Travel Agency,MALAYSIA,30,10.5,46,No
Travel Agency,MALAYSIA,30,10.5,81,No
Travel Agency,MALAYSIA,30,10.5,61,No
Travel Agency,MALAYSIA,30,10.5,51,No
Travel Agency,MALAYSIA,30,10.5,48,No
Travel Agency,MALAYSIA,30,10.5,66,No
Travel Agency,MALAYSIA,30,10.5,10,No
Travel Agency,MALAYSIA,30,10.5,81,No
Travel Agency,MALAYSIA,30,10.5,71,No
Travel Agency,MALAYSIA,30,10.5,69,No
Travel Agency,MALAYSIA,30,10.5,71,No
Travel Agency,MALAYSIA,30,10.5,64,No
Travel Agency,MALAYSIA,30,10.5,66,No
Travel Agency,MALAYSIA,30,10.5,54,No
Travel Agency,MALAYSIA,30,10.5,54,No
Travel Agency,MALAYSIA,30,10.5,71,No
Travel Agency,MALAYSIA,30,10.5,61,No
Travel Agency,MALAYSIA,30,10.5,79,No
Travel Agency,THAILAND,30,10.5,72,No
Travel Agency,THAILAND,30,10.5,71,No
Travel Agency,THAILAND,30,10.5,69,No
Travel Agency,THAILAND,30,10.5,66,No
Travel Agency,THAILAND,30,10.5,63,No
Travel Agency,THAILAND,30,10.5,3,No
Travel Agency,THAILAND,30,10.5,75,No
Travel Agency,THAILAND,30,10.5,50,No
Travel Agency,THAILAND,30,10.5,46,No
Travel Agency,THAILAND,30,10.5,41,No
Travel Agency,THAILAND,30,10.5,39,No
Airlines,PHILIPPINES,33,11.55,118,No
Airlines,"TAIWAN, PROVINCE OF CHINA",35,12.25,118,No
Travel Agency,MALAYSIA,29,9.57,75,No
Airlines,"KOREA, REPUBLIC OF",40,14,118,No
Airlines,THAILAND,0,3.21,48,No
Airlines,SINGAPORE,21,5.25,21,No
Airlines,SINGAPORE,27,6.75,56,No
Airlines,SINGAPORE,20,5,41,No
Airlines,SINGAPORE,27,6.75,29,No
Airlines,SINGAPORE,40,10,29,No
Airlines,SINGAPORE,21,5.25,26,No
Airlines,SINGAPORE,16,4,36,No
Airlines,SINGAPORE,51,12.75,62,No
Airlines,SINGAPORE,20,5,37,No
Airlines,SINGAPORE,60,15,36,No
Airlines,SINGAPORE,20,5,30,No
Airlines,SINGAPORE,16,4,31,No
Airlines,SINGAPORE,0,5.25,23,No
Airlines,SINGAPORE,16,4,52,No
Airlines,SINGAPORE,16,4,41,No
Airlines,SINGAPORE,16,4,27,No
Airlines,SINGAPORE,16,4,57,No
Airlines,SINGAPORE,16,4,27,No
Airlines,SINGAPORE,16,4,50,No
Airlines,SINGAPORE,26,6.5,28,Yes
Airlines,SINGAPORE,27,6.75,25,Yes
Airlines,SINGAPORE,21,5.25,30,Yes
Airlines,SINGAPORE,47.5,11.88,39,No
Airlines,SINGAPORE,72,18,31,No
Airlines,SINGAPORE,81.5,20.38,28,No
Airlines,SINGAPORE,47.5,11.88,29,Yes
Airlines,SINGAPORE,218,54.5,21,No
Airlines,SINGAPORE,39,9.75,22,No
Airlines,SINGAPORE,29.5,7.38,54,No
Airlines,SINGAPORE,39,9.75,48,No
Airlines,SINGAPORE,22.5,5.63,26,No
Airlines,SINGAPORE,29,7.25,28,No
Airlines,SINGAPORE,22.5,5.63,42,No
Airlines,SINGAPORE,62,15.5,36,No
Airlines,SINGAPORE,41,10.25,52,No
Airlines,SINGAPORE,39,9.75,38,No
Airlines,SINGAPORE,69,17.25,33,Yes
Airlines,SINGAPORE,280.8,70.2,28,No
Airlines,SINGAPORE,280.8,70.2,44,No
Airlines,SINGAPORE,209.3,52.33,56,No
Travel Agency,MALAYSIA,0,11.88,51,No
Travel Agency,LUXEMBOURG,29.7,17.82,31,No
Travel Agency,MALAYSIA,19.8,11.88,51,No
Travel Agency,MALAYSIA,39.6,23.76,51,No
Travel Agency,THAILAND,29.7,17.82,38,No
Travel Agency,NETHERLANDS,39.6,23.76,31,No
Travel Agency,UNITED KINGDOM,0,53.46,50,No
Travel Agency,UNITED KINGDOM,89.1,53.46,31,No
Travel Agency,AUSTRALIA,69.3,41.58,27,No
Travel Agency,NEW ZEALAND,49.5,29.7,44,No
Travel Agency,NEW ZEALAND,69.3,41.58,43,No
Travel Agency,AUSTRALIA,39.6,23.76,32,No
Travel Agency,THAILAND,59.4,35.64,31,No
Travel Agency,UNITED KINGDOM,69.3,41.58,34,No
Travel Agency,MALAYSIA,9.9,5.94,43,No
Travel Agency,AUSTRALIA,99,59.4,44,No
Travel Agency,MALAYSIA,19.8,11.88,55,No
Travel Agency,AUSTRALIA,277.2,166.32,44,No
Travel Agency,FRANCE,79.2,47.52,33,No
Travel Agency,UNITED KINGDOM,19.8,11.88,29,No
Travel Agency,AUSTRALIA,69.3,41.58,33,No
Travel Agency,PHILIPPINES,54,0,36,No
Travel Agency,PHILIPPINES,57,0,36,No
Travel Agency,THAILAND,112,0,36,No
Travel Agency,JAPAN,112,0,36,No
Travel Agency,MALAYSIA,26,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,SINGAPORE,112,0,36,No
Travel Agency,CHINA,22,0,36,No
Travel Agency,HONG KONG,23,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,CHINA,36,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,THAILAND,21,0,63,No
Travel Agency,CHINA,102,0,36,No
Travel Agency,AUSTRALIA,52,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,SRI LANKA,31,0,36,No
Travel Agency,CHINA,35,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,VIET NAM,51,0,36,No
Travel Agency,GERMANY,99,0,36,No
Travel Agency,CHINA,36,0,36,No
Travel Agency,THAILAND,25,0,36,No
Travel Agency,CHINA,53,0,36,No
Travel Agency,CHINA,20,0,62,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,HONG KONG,43,0,36,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,INDONESIA,23,0,36,No
Travel Agency,FINLAND,112,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,JAPAN,58,0,36,No
Travel Agency,MALAYSIA,20,0,53,No
Travel Agency,"KOREA, REPUBLIC OF",112,0,36,No
Travel Agency,CROATIA,112,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",42,0,36,No
Travel Agency,THAILAND,20,0,59,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,MALAYSIA,12,0,36,No
Travel Agency,THAILAND,15,0,45,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",23,0,36,No
Travel Agency,CHINA,0,0,36,No
Travel Agency,HONG KONG,18,0,36,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,THAILAND,10,0,68,No
Travel Agency,PHILIPPINES,23,0,36,No
Travel Agency,UNITED STATES,25,0,50,No
Travel Agency,SINGAPORE,14,0,36,No
Travel Agency,CHINA,13,0,36,No
Travel Agency,AUSTRALIA,64,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",30,0,36,No
Travel Agency,SINGAPORE,11,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,MALAYSIA,10,0,37,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,CHINA,26,0,36,No
Travel Agency,UNITED STATES,10,0,34,No
Travel Agency,THAILAND,23,0,30,No
Travel Agency,PHILIPPINES,17,0,36,No
Travel Agency,HONG KONG,25,0,44,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,10,0,36,No
Travel Agency,SINGAPORE,11,0,29,No
Travel Agency,SINGAPORE,32,0,36,No
Travel Agency,PHILIPPINES,15,0,36,No
Travel Agency,CHINA,18,0,36,No
Travel Agency,MALAYSIA,15,0,42,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,BRUNEI DARUSSALAM,26,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,THAILAND,10,0,24,No
Travel Agency,UNITED STATES,16,0,55,No
Travel Agency,VIET NAM,11,0,36,No
Travel Agency,UNITED STATES,10,0,50,No
Travel Agency,UNITED STATES,15,0,50,No
Travel Agency,UNITED STATES,84,0,41,No
Travel Agency,THAILAND,19,0,36,No
Travel Agency,AUSTRALIA,54,0,36,No
Travel Agency,HONG KONG,80,0,36,No
Travel Agency,INDONESIA,10,0,36,No
Travel Agency,IRELAND,49,0,36,No
Travel Agency,INDONESIA,10,0,36,No
Travel Agency,INDONESIA,10,0,36,No
Travel Agency,INDONESIA,19,0,36,No
Travel Agency,INDONESIA,10,0,36,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,SINGAPORE,49,0,36,No
Travel Agency,CHINA,26,0,36,No
Travel Agency,CHINA,33,0,36,No
Airlines,INDIA,234,93.6,118,No
Airlines,INDIA,39,15.6,118,No
Airlines,INDIA,117,46.8,118,No
Travel Agency,NETHERLANDS,75,28.5,48,No
Travel Agency,INDONESIA,22,8.36,48,No
Airlines,BRUNEI DARUSSALAM,15,6,43,No
Travel Agency,VIET NAM,56.25,36.56,56,No
Travel Agency,CHINA,35.25,22.91,33,No
Travel Agency,INDONESIA,25,16.25,44,No
Travel Agency,UNITED STATES,287.25,186.71,26,No
Travel Agency,THAILAND,32.25,20.96,48,No
Airlines,SINGAPORE,5.8,1.63,48,No
Airlines,SINGAPORE,9.83,2.76,48,No
Airlines,SINGAPORE,6.69,1.88,48,No
Airlines,CHINA,40,14,44,No
Airlines,THAILAND,18,6.3,29,No
Airlines,"TAIWAN, PROVINCE OF CHINA",26,9.1,48,No
Airlines,"TAIWAN, PROVINCE OF CHINA",22,7.7,40,No
Airlines,INDONESIA,18,6.3,39,No
Airlines,INDONESIA,22,7.7,61,No
Airlines,CHINA,44,15.4,30,No
Airlines,CHINA,40,14,63,No
Airlines,CHINA,40,14,69,No
Airlines,MALAYSIA,30,10.5,33,No
Airlines,CHINA,44,15.4,41,No
Airlines,CHINA,22,7.7,29,No
Airlines,CHINA,35,12.25,59,No
Airlines,CHINA,22,7.7,32,No
Airlines,CHINA,22,7.7,46,No
Airlines,THAILAND,22,7.7,66,No
Airlines,CHINA,26,9.1,29,No
Airlines,VIET NAM,18,6.3,31,No
Airlines,CHINA,26,9.1,35,No
Airlines,CHINA,35,12.25,38,No
Airlines,PHILIPPINES,22,7.7,37,No
Airlines,JAPAN,35,12.25,29,No
Airlines,UNITED STATES,138,48.3,34,No
Airlines,UNITED STATES,73,25.55,34,No
Airlines,CHINA,69,24.15,36,No
Airlines,"TAIWAN, PROVINCE OF CHINA",36,12.6,36,No
Airlines,PHILIPPINES,3.62,1.27,48,No
Airlines,SINGAPORE,13.5,3.38,32,No
Airlines,SINGAPORE,33.5,8.38,58,No
Airlines,SINGAPORE,31.8,7.95,57,No
Airlines,SINGAPORE,16,4,58,Yes
Airlines,SINGAPORE,17.5,4.38,34,No
Airlines,SINGAPORE,16,4,28,No
Airlines,SINGAPORE,21,5.25,18,No
Airlines,SINGAPORE,32,8,23,No
Airlines,SINGAPORE,21,5.25,32,No
Airlines,SINGAPORE,13.5,3.38,19,No
Airlines,SINGAPORE,60,15,36,Yes
Airlines,SINGAPORE,16,4,29,No
Airlines,SINGAPORE,106,26.5,46,No
Airlines,SINGAPORE,20,5,61,No
Airlines,SINGAPORE,16,4,49,No
Airlines,SINGAPORE,39,9.75,27,No
Airlines,SINGAPORE,0,11.7,49,No
Airlines,SINGAPORE,58.2,14.55,50,No
Airlines,SINGAPORE,74.4,18.6,59,No
Airlines,SINGAPORE,58.2,14.55,49,No
Airlines,SINGAPORE,58.2,14.55,46,No
Airlines,SINGAPORE,47.5,11.88,42,No
Airlines,SINGAPORE,22.5,5.63,45,No
Airlines,SINGAPORE,22.5,5.63,57,No
Airlines,SINGAPORE,39,9.75,25,No
Airlines,SINGAPORE,29.5,7.38,61,No
Airlines,SINGAPORE,139,34.75,54,No
Travel Agency,AUSTRALIA,39.6,23.76,31,No
Travel Agency,"KOREA, REPUBLIC OF",59.4,35.64,27,No
Travel Agency,GERMANY,0,59.4,44,No
Travel Agency,ITALY,0,5.94,50,No
Travel Agency,UNITED KINGDOM,0,29.7,55,No
Travel Agency,CROATIA,49.5,29.7,50,No
Travel Agency,THAILAND,29.7,17.82,65,No
Travel Agency,ITALY,59.4,35.64,42,No
Travel Agency,MALAYSIA,29.7,17.82,30,No
Travel Agency,AUSTRALIA,0,23.76,31,No
Travel Agency,AUSTRALIA,49.5,29.7,34,No
Travel Agency,INDONESIA,29.7,17.82,54,No
Travel Agency,MALAYSIA,0,17.82,44,No
Travel Agency,THAILAND,29.7,17.82,45,No
Travel Agency,CROATIA,49.5,29.7,40,No
Travel Agency,MALAYSIA,39.6,23.76,37,No
Travel Agency,FRANCE,59.4,35.64,65,No
Travel Agency,MALAYSIA,19.8,11.88,66,No
Travel Agency,AUSTRALIA,49.5,29.7,33,No
Travel Agency,THAILAND,0,17.82,58,No
Travel Agency,UNITED KINGDOM,59.4,35.64,51,No
Travel Agency,MALAYSIA,39.6,23.76,57,No
Travel Agency,CANADA,108.9,65.34,45,No
Travel Agency,UNITED KINGDOM,39.6,23.76,45,No
Travel Agency,SINGAPORE,48,0,36,No
Travel Agency,MALAYSIA,21,0,41,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,MONGOLIA,112,0,36,No
Travel Agency,MONGOLIA,112,0,36,No
Travel Agency,CHINA,22,0,36,No
Travel Agency,FINLAND,63,0,36,No
Travel Agency,CHINA,60,0,36,No
Travel Agency,UNITED KINGDOM,112,0,38,No
Travel Agency,CAMBODIA,29,0,36,No
Travel Agency,SINGAPORE,112,0,29,No
Travel Agency,CAMBODIA,20,0,36,No
Travel Agency,MALAYSIA,59,0,36,No
Travel Agency,HONG KONG,25,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",25,0,43,No
Travel Agency,MALAYSIA,20,0,45,No
Travel Agency,AUSTRALIA,29,0,36,No
Travel Agency,JAPAN,112,0,36,No
Travel Agency,UNITED STATES,35,0,38,No
Travel Agency,THAILAND,31,0,30,No
Travel Agency,"KOREA, REPUBLIC OF",44,0,36,No
Travel Agency,CANADA,92,0,44,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,UNITED KINGDOM,111,0,36,No
Travel Agency,TURKEY,101,0,36,No
Travel Agency,JAPAN,44,0,36,No
Travel Agency,PHILIPPINES,35,0,36,No
Travel Agency,MALAYSIA,25,0,36,No
Travel Agency,UNITED STATES,48,0,42,No
Travel Agency,HONG KONG,22,0,36,No
Travel Agency,MALAYSIA,20,0,73,No
Travel Agency,HONG KONG,24,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,SINGAPORE,29,0,36,No
Travel Agency,MALAYSIA,20,0,31,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,CANADA,59,0,65,No
Travel Agency,CHINA,35,0,36,No
Travel Agency,THAILAND,32,0,36,No
Travel Agency,CHINA,41,0,36,No
Travel Agency,HONG KONG,23,0,36,No
Travel Agency,SWITZERLAND,31,0,36,No
Travel Agency,SINGAPORE,21,0,36,No
Travel Agency,AUSTRALIA,16,0,36,No
Travel Agency,GERMANY,12,0,36,No
Travel Agency,MALAYSIA,13,0,36,No
Travel Agency,THAILAND,27,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",0,0,36,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,SINGAPORE,10,0,30,No
Travel Agency,MALAYSIA,38,0,36,No
Travel Agency,SINGAPORE,10,0,33,No
Travel Agency,SINGAPORE,22,0,36,No
Travel Agency,HONG KONG,32,0,28,No
Travel Agency,UNITED STATES,14,0,48,No
Travel Agency,VIET NAM,13,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,ITALY,69,0,36,No
Travel Agency,HONG KONG,29,0,22,No
Travel Agency,DENMARK,10,0,36,No
Travel Agency,VIET NAM,14,0,36,No
Travel Agency,MYANMAR,27,0,36,No
Travel Agency,CHINA,24,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",16,0,23,No
Travel Agency,SINGAPORE,15,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",10,0,36,No
Travel Agency,UNITED ARAB EMIRATES,28,0,36,No
Travel Agency,VENEZUELA,80,0,36,No
Travel Agency,CHINA,30,0,36,No
Travel Agency,THAILAND,26,0,36,No
Travel Agency,SRI LANKA,26,0,36,No
Travel Agency,AUSTRALIA,48,0,36,No
Travel Agency,MALAYSIA,10,0,31,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,SINGAPORE,10,0,42,No
Travel Agency,THAILAND,13,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,PHILIPPINES,58,0,36,No
Travel Agency,CHINA,12,0,36,No
Travel Agency,THAILAND,10,0,30,No
Travel Agency,HUNGARY,80,0,36,No
Travel Agency,INDONESIA,37,0,36,No
Travel Agency,SINGAPORE,15,0,36,No
Travel Agency,HONG KONG,10,0,42,No
Travel Agency,MALAYSIA,10,0,29,No
Travel Agency,THAILAND,10,0,38,No
Travel Agency,CHINA,13,0,36,No
Travel Agency,INDIA,12,0,36,No
Travel Agency,INDIA,0,0,36,No
Travel Agency,INDONESIA,13,0,36,No
Travel Agency,INDIA,17,0,36,No
Travel Agency,CHINA,19,0,36,No
Travel Agency,SINGAPORE,24,0,53,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,MALAYSIA,17,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,VIET NAM,14,0,36,No
Travel Agency,CHINA,26,0,36,No
Travel Agency,CHINA,34,0,36,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,UNITED KINGDOM,59,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,UNITED STATES,20,0,43,No
Travel Agency,UNITED KINGDOM,105,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,INDONESIA,20,0,35,No
Travel Agency,UNITED STATES,20,0,61,No
Airlines,INDIA,78,31.2,118,No
Airlines,INDIA,39,15.6,118,No
Airlines,INDIA,39,15.6,118,No
Airlines,INDIA,31,12.4,118,No
Airlines,BRUNEI DARUSSALAM,15,6,61,No
Airlines,"TAIWAN, PROVINCE OF CHINA",26,9.1,30,No
Airlines,MALAYSIA,18,6.3,48,No
Airlines,CHINA,22,7.7,47,No
Airlines,THAILAND,22,7.7,39,No
Airlines,CHINA,22,7.7,53,No
Airlines,HONG KONG,22,7.7,56,No
Airlines,PHILIPPINES,33,11.55,38,No
Airlines,PHILIPPINES,30,10.5,42,No
Airlines,THAILAND,22,7.7,47,No
Airlines,PHILIPPINES,18,6.3,43,No
Airlines,INDONESIA,30,10.5,27,No
Airlines,SRI LANKA,26,9.1,46,No
Airlines,CHINA,40,14,39,No
Airlines,MYANMAR,18,6.3,35,No
Airlines,PHILIPPINES,47,16.45,32,No
Airlines,THAILAND,18,6.3,39,No
Airlines,HONG KONG,26,9.1,51,No
Airlines,"KOREA, REPUBLIC OF",45,15.75,19,Yes
Airlines,HONG KONG,0,24.15,47,No
Travel Agency,MALAYSIA,30,10.5,64,No
Travel Agency,MALAYSIA,30,10.5,69,No
Travel Agency,MALAYSIA,30,10.5,66,No
Travel Agency,MALAYSIA,30,10.5,69,No
Travel Agency,MALAYSIA,30,10.5,77,No
Travel Agency,MALAYSIA,30,10.5,68,No
Travel Agency,MALAYSIA,30,10.5,56,No
Travel Agency,MALAYSIA,30,10.5,63,No
Travel Agency,MALAYSIA,30,10.5,52,No
Travel Agency,MALAYSIA,30,10.5,51,No
Travel Agency,MALAYSIA,30,10.5,28,No
Travel Agency,MALAYSIA,30,10.5,81,No
Travel Agency,MALAYSIA,30,10.5,85,No
Travel Agency,MALAYSIA,30,10.5,29,No
Travel Agency,MALAYSIA,30,10.5,59,No
Travel Agency,MALAYSIA,30,10.5,59,No
Travel Agency,MALAYSIA,30,10.5,33,No
Travel Agency,MALAYSIA,30,10.5,76,No
Travel Agency,MALAYSIA,30,10.5,68,No
Travel Agency,MALAYSIA,30,10.5,70,No
Travel Agency,MALAYSIA,30,10.5,58,No
Travel Agency,MALAYSIA,30,10.5,59,No
Travel Agency,MALAYSIA,30,10.5,60,No
Travel Agency,MALAYSIA,30,10.5,58,No
Travel Agency,MALAYSIA,30,10.5,22,No
Travel Agency,MALAYSIA,30,10.5,62,No
Travel Agency,MALAYSIA,30,10.5,59,No
Travel Agency,MALAYSIA,30,10.5,37,No
Travel Agency,MALAYSIA,30,10.5,34,No
Travel Agency,MALAYSIA,30,10.5,63,No
Travel Agency,MALAYSIA,30,10.5,58,No
Travel Agency,MALAYSIA,30,10.5,53,No
Travel Agency,MALAYSIA,30,10.5,72,No
Travel Agency,MALAYSIA,30,10.5,70,No
Travel Agency,MALAYSIA,30,10.5,70,No
Travel Agency,MALAYSIA,30,10.5,29,No
Travel Agency,MALAYSIA,30,10.5,28,No
Travel Agency,MALAYSIA,30,10.5,48,No
Travel Agency,MALAYSIA,30,10.5,44,No
Travel Agency,MALAYSIA,30,10.5,24,No
Travel Agency,MALAYSIA,30,10.5,69,No
Travel Agency,MALAYSIA,30,10.5,21,No
Travel Agency,MALAYSIA,30,10.5,64,No
Travel Agency,THAILAND,30,10.5,61,No
Travel Agency,THAILAND,30,10.5,61,No
Travel Agency,MALAYSIA,29,9.57,71,No
Travel Agency,NETHERLANDS,130,49.4,22,No
Airlines,PHILIPPINES,62.43,21.85,48,No
Airlines,SINGAPORE,53,13.25,32,No
Airlines,SINGAPORE,60,15,30,No
Airlines,SINGAPORE,45.5,11.38,54,Yes
Airlines,SINGAPORE,42,10.5,36,No
Airlines,SINGAPORE,112,28,24,No
Airlines,SINGAPORE,16,4,29,No
Airlines,SINGAPORE,27,6.75,36,No
Airlines,SINGAPORE,32.5,8.13,29,No
Airlines,SINGAPORE,60,15,49,No
Airlines,SINGAPORE,16,4,44,No
Airlines,SINGAPORE,33.5,8.38,23,No
Airlines,SINGAPORE,16,4,26,No
Airlines,SINGAPORE,165,41.25,59,No
Airlines,SINGAPORE,88.5,22.13,33,No
Airlines,SINGAPORE,18.5,4.63,41,No
Airlines,SINGAPORE,29.5,7.38,21,No
Airlines,SINGAPORE,62,15.5,36,No
Airlines,SINGAPORE,56.5,14.13,36,No
Airlines,SINGAPORE,216,54,37,No
Airlines,SINGAPORE,216,54,28,No
Airlines,SINGAPORE,161,40.25,42,No
Airlines,SINGAPORE,322,80.5,22,No
Airlines,SINGAPORE,216,54,51,Yes
Airlines,SINGAPORE,216,54,33,No
Travel Agency,NEW ZEALAND,59.4,35.64,27,No
Travel Agency,AUSTRALIA,29.7,17.82,39,No
Travel Agency,MALAYSIA,19.8,11.88,31,No
Travel Agency,SWEDEN,69.3,41.58,29,No
Travel Agency,SOUTH AFRICA,29.7,17.82,28,No
Travel Agency,UNITED KINGDOM,19.8,11.88,61,No
Travel Agency,MALAYSIA,19.8,11.88,29,No
Travel Agency,MALAYSIA,39.6,23.76,44,No
Travel Agency,SWEDEN,19.8,11.88,32,No
Travel Agency,MALAYSIA,19.8,11.88,44,No
Travel Agency,AUSTRALIA,79.2,47.52,32,No
Travel Agency,AUSTRALIA,69.3,41.58,46,No
Travel Agency,THAILAND,79.2,47.52,41,No
Travel Agency,NEW ZEALAND,59.4,35.64,53,No
Travel Agency,GREECE,138.6,83.16,31,No
Travel Agency,MALAYSIA,19.8,11.88,31,No
Travel Agency,JAPAN,38,0,36,No
Travel Agency,THAILAND,20,0,61,No
Travel Agency,INDIA,54,0,36,No
Travel Agency,PHILIPPINES,71,0,36,No
Travel Agency,SINGAPORE,90,0,36,No
Travel Agency,HONG KONG,20,0,62,No
Travel Agency,THAILAND,31,0,65,No
Travel Agency,AUSTRALIA,67,0,36,No
Travel Agency,INDONESIA,20,0,40,No
Travel Agency,CHINA,21,0,36,No
Travel Agency,CHINA,39,0,52,No
Travel Agency,CHINA,39,0,36,No
Travel Agency,CHINA,0,0,63,No
Travel Agency,"KOREA, REPUBLIC OF",47,0,36,No
Travel Agency,THAILAND,20,0,37,No
Travel Agency,THAILAND,20,0,41,No
Travel Agency,SINGAPORE,72,0,36,No
Travel Agency,KUWAIT,112,0,36,No
Travel Agency,JAPAN,112,0,36,No
Travel Agency,CHINA,64,0,36,No
Travel Agency,VIET NAM,32,0,59,No
Travel Agency,THAILAND,39,0,37,No
Travel Agency,THAILAND,21,0,36,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,VIET NAM,50,0,36,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",42,0,36,No
Travel Agency,SAUDI ARABIA,112,0,36,No
Travel Agency,SRI LANKA,20,0,36,No
Travel Agency,MYANMAR,10,0,46,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,SINGAPORE,26,0,36,No
Travel Agency,JAPAN,52,0,36,No
Travel Agency,SINGAPORE,16,0,36,No
Travel Agency,SRI LANKA,11,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,COLOMBIA,0,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",14,0,36,No
Travel Agency,INDONESIA,10,0,45,No
Travel Agency,INDONESIA,10,0,34,No
Travel Agency,MALAYSIA,41,0,27,No
Travel Agency,CHINA,24,0,36,No
Travel Agency,INDIA,16,0,36,No
Travel Agency,PHILIPPINES,27,0,36,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,INDIA,21,0,36,No
Travel Agency,CHINA,29,0,27,No
Travel Agency,INDIA,15,0,48,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,PHILIPPINES,10,0,28,No
Travel Agency,NEW ZEALAND,80,0,36,No
Travel Agency,NEW ZEALAND,20,0,36,No
Travel Agency,SINGAPORE,13,0,36,No
Travel Agency,AUSTRALIA,71,0,64,No
Travel Agency,SINGAPORE,36,0,36,No
Travel Agency,FRANCE,80,0,36,No
Travel Agency,VIET NAM,52,0,36,No
Travel Agency,VIET NAM,24,0,33,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,UNITED STATES,54,0,38,No
Travel Agency,CHINA,30,0,36,No
Travel Agency,INDIA,16,0,42,No
Travel Agency,INDIA,15,0,26,No
Travel Agency,PHILIPPINES,10,0,60,No
Travel Agency,THAILAND,10,0,51,No
Travel Agency,PHILIPPINES,78,0,36,No
Travel Agency,THAILAND,31,0,36,No
Travel Agency,BANGLADESH,11,0,36,No
Travel Agency,THAILAND,10,0,48,No
Travel Agency,CHINA,10,0,26,No
Travel Agency,CHINA,26,0,36,No
Travel Agency,SINGAPORE,16,0,36,No
Travel Agency,CHINA,35,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,MALAYSIA,20,0,54,No
